account_holder_name,bank_name,type,currency,location,previous_location,device,amount,balance,txn_count_last_1hr,txn_count_last_24hr,avg_txn_amount_30days,distance_from_last_txn_km,account_age_days,is_new_location,is_new_device,is_vpn_or_proxy,ip_matches_location,is_international,is_first_time_receiver,merchant_category,transaction_mode,ip_risk_tag,risk_score,risk_level,is_fraud,fraud_reason,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10,r11,r12,r13,r14
Meera Nair,ICICI,debit,INR,Nagpur,Surat,Desktop,3116.28,27829.12,0,0,6694,34,1278,0,0,0,1,0,0,education,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,ICICI,debit,INR,Jaipur,Bhubaneswar,Smart TV,4407.49,25762.96,2,3,3747,18,1581,0,0,0,1,0,0,utilities,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,IDFC First,debit,INR,Mumbai,Bhubaneswar,Linux Desktop,3839.3,35278.2,1,0,6519,6,2226,0,0,0,1,0,0,utilities,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,Canara Bank,debit,INR,Jaipur,Jaipur,Web,68000.0,71400.0,1,3,4533.33,0,329,0,0,0,1,0,1,electronics,NEFT,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=68000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(68000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(68000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Simran Kapoor,HDFC,debit,INR,Surat,Indore,Android,2499.99,35122.96,0,4,5896,25,868,0,0,0,1,0,0,healthcare,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,RBL Bank,debit,INR,Indore,Ahmedabad,Web,2823.13,45567.52,1,2,7233,35,917,0,0,0,1,0,0,education,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,IDFC First,debit,INR,Bangalore,Chandigarh,Windows Phone,4538.41,45257.64,2,1,5099,5,880,0,0,0,1,0,0,entertainment,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,Federal Bank,debit,INR,Lucknow,Lucknow,iPad,63000.0,66150.0,1,3,4200.0,0,513,0,0,0,1,0,1,electronics,NEFT,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=63000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(63000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(63000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Meera Nair,RBL Bank,debit,INR,Chandigarh,Bhubaneswar,Smart TV,2947.37,36351.48,0,1,5533,13,1235,0,0,0,1,0,0,insurance,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Yes Bank,debit,INR,Ahmedabad,Bangalore,Linux Desktop,759.38,32470.52,2,3,1662,11,884,0,0,0,1,0,0,food,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,Federal Bank,debit,INR,Bhopal,Kochi,Smart TV,2041.53,54783.12,1,5,2553,22,1342,0,0,0,1,0,0,education,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,Bank of Baroda,debit,INR,Mumbai,Bhubaneswar,Web,3826.96,18249.84,0,4,4373,36,897,0,0,0,1,0,0,insurance,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,Kotak,debit,INR,Bangalore,Mumbai,Windows Phone,8867.17,61319.68,1,0,6988,67,1655,1,0,0,1,0,0,retail,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rao,Bank of Baroda,debit,INR,Mumbai,Gurgaon,Android,1858.86,27219.44,0,4,3417,10,908,0,0,0,1,0,0,utilities,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,Yes Bank,debit,INR,Kolkata,Kolkata,Web,57357,141962,3,8,2000.0,0,10,0,0,1,0,0,1,crypto,IMPS,DATACENTER,10.0,CRITICAL,1,R01:HighAmount(=57357) | R05:CryptoMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(57357) | R11:AmountSpike(29xAvg) | R12:NewAccountLargeTransfer(age=10days),1,0,0,0,1,0,0,1,0,1,1,1,0,0
Aditya Kumar,Union Bank,debit,INR,Noida,Bangalore,ATM,3822.66,30743.64,1,2,5319,36,781,0,0,0,1,0,0,education,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikhil Bansal,Axis,debit,INR,Mumbai,Kochi,Web,2763.75,54019.0,2,5,4887,30,1842,0,0,0,1,0,0,grocery,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,Canara Bank,debit,INR,Noida,Noida,iPhone,3050.1,45524.4,1,4,3111,11,1276,0,0,0,1,0,0,food,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,IndusInd,debit,INR,Nagpur,Delhi,Android,4789.45,53896.8,1,3,7381,12,1944,0,0,0,1,0,0,grocery,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,IDBI,debit,INR,Chennai,Mumbai,iPhone,5818.87,70812.48,1,1,5942,36,1292,0,0,0,1,0,0,electronics,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,Bank of Baroda,debit,INR,Kochi,Kochi,Smart TV,58000.0,60900.0,1,3,3866.67,0,294,0,0,0,1,0,1,electronics,CARD,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=58000) | R02:OddHours(hour=2) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(58000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(58000),1,1,1,0,0,0,0,0,0,1,1,0,0,1
Varun Saxena,Federal Bank,debit,INR,Pune,Chennai,Desktop,4150.57,20060.28,1,4,3243,43,1844,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneha Pillai,SBI,debit,INR,Ahmedabad,Nagpur,Windows Phone,1582.01,36021.04,1,2,1262,35,822,0,0,0,1,0,0,healthcare,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,Union Bank,debit,INR,Surat,Chandigarh,Linux Desktop,6302.79,48287.16,2,5,7936,9,366,0,0,0,1,0,0,education,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,PNB,debit,INR,Nagpur,Indore,ATM,2214.86,33697.44,1,3,3085,8,574,0,0,0,1,0,0,healthcare,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Federal Bank,debit,INR,Jaipur,Indore,Windows Phone,3732.56,30002.24,2,1,6239,8,1710,0,0,0,1,0,0,retail,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,Canara Bank,debit,INR,Pune,Mumbai,Web,1022.06,44297.24,1,5,1781,35,2328,0,0,0,1,0,0,entertainment,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,Yes Bank,debit,USD,Paris,Kochi,iPhone,85000.0,86700.0,12,29,5000.0,1781,10,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=85000) | R02:OddHours(hour=2) | R03:BalanceDrain(=98%) | R04:RapidFire(12txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(1781km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(85000) | R11:AmountSpike(17xAvg) | R12:NewAccountLargeTransfer(age=10days) | R13:HighDailyVolume(29txns) | R14:RoundAmountStructuring(85000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Aditya Kumar,IndusInd,debit,INR,Noida,Chennai,Smart TV,1504.28,43642.12,1,3,1979,38,1247,0,0,0,1,0,0,travel,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rao,IndusInd,debit,INR,Chandigarh,Chandigarh,iPhone,34150,47810,1,2,3415,0,897,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(34150) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Rohan Gupta,Kotak,debit,INR,Mumbai,Surat,ATM,2981.02,59813.08,2,4,7429,40,1523,0,0,0,1,0,0,education,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,Union Bank,debit,INR,Jaipur,Jaipur,Windows Phone,80000.0,84000.0,1,3,5333.33,0,492,0,0,0,1,0,1,electronics,UPI,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=80000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(80000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(80000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Riya Patel,Federal Bank,debit,INR,Bhopal,Surat,iPhone,3586.11,47491.44,2,1,7748,33,1302,0,0,0,1,0,0,electronics,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,IDBI,debit,INR,Bangalore,Jaipur,iPhone,8976.41,65343.64,1,0,7839,9,1526,0,0,0,1,0,0,electronics,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,IndusInd,debit,INR,Surat,Surat,Windows Phone,46440,65016,1,2,4644,0,1563,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(46440) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Varun Saxena,HDFC,debit,INR,Indore,Surat,Desktop,2723.73,27897.92,0,1,5298,48,554,0,0,0,1,0,0,healthcare,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,Kotak,debit,INR,Chandigarh,Lucknow,Web,1545.81,13536.24,0,2,4240,31,1331,0,0,0,1,0,0,electronics,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divya Menon,Union Bank,debit,INR,Surat,Jaipur,iPad,7597.99,49863.96,2,5,7822,0,1731,0,0,0,1,0,0,electronics,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Union Bank,debit,INR,Lucknow,Bangalore,iPhone,2793.26,38999.04,1,1,7597,132,1826,1,0,0,1,0,0,healthcare,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,Yes Bank,debit,INR,Pune,Indore,Android,24907,85594,5,26,4000.0,1089,398,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:ImpossibleTravel(1089km) | R07:NewDeviceDetected(Android) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R11:AmountSpike(6xAvg) | R13:HighDailyVolume(26txns),0,0,0,1,0,1,1,1,0,0,1,0,1,0
Aarav Shah,Yes Bank,debit,INR,Nagpur,Hyderabad,ATM,2875.24,25628.96,2,2,5583,65,1548,1,0,0,1,0,0,electronics,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rao,Union Bank,debit,USD,London,Pune,iPhone,79000.0,80580.0,13,34,5000.0,4215,15,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=79000) | R02:OddHours(hour=1) | R03:BalanceDrain(=98%) | R04:RapidFire(13txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(4215km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(79000) | R11:AmountSpike(16xAvg) | R12:NewAccountLargeTransfer(age=15days) | R13:HighDailyVolume(34txns) | R14:RoundAmountStructuring(79000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ishita Chaudhary,RBL Bank,debit,EUR,Paris,Bhopal,MacBook,19466,314563,2,5,8000.0,3404,1212,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(3404km) | R07:NewDeviceDetected(MacBook) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=EUR),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Ananya Mishra,IDFC First,debit,USD,Paris,Pune,iPhone,83000.0,84660.0,10,34,5000.0,4129,6,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=83000) | R02:OddHours(hour=2) | R03:BalanceDrain(=98%) | R04:RapidFire(10txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(4129km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(83000) | R11:AmountSpike(17xAvg) | R12:NewAccountLargeTransfer(age=6days) | R13:HighDailyVolume(34txns) | R14:RoundAmountStructuring(83000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ishita Chaudhary,Yes Bank,debit,USD,New York,Lucknow,iPhone,83000.0,84660.0,12,31,5000.0,3814,7,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=83000) | R02:OddHours(hour=4) | R03:BalanceDrain(=98%) | R04:RapidFire(12txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(3814km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(83000) | R11:AmountSpike(17xAvg) | R12:NewAccountLargeTransfer(age=7days) | R13:HighDailyVolume(31txns) | R14:RoundAmountStructuring(83000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arjun Verma,Yes Bank,debit,INR,Bhopal,Bhopal,Web,5506,233673,14,28,3000.0,0,164,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(14txns/hr) | R07:NewDeviceDetected(Web) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R13:HighDailyVolume(28txns),0,0,0,1,0,0,1,1,0,0,0,0,1,0
Simran Kapoor,Yes Bank,debit,INR,Indore,Indore,Desktop,2131.15,41446.6,2,5,6521,29,1234,0,0,0,1,0,0,healthcare,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,Kotak,debit,USD,Tokyo,Pune,iPhone,62000.0,63240.0,11,34,5000.0,1655,8,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=62000) | R02:OddHours(hour=2) | R03:BalanceDrain(=98%) | R04:RapidFire(11txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(1655km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(62000) | R11:AmountSpike(12xAvg) | R12:NewAccountLargeTransfer(age=8days) | R13:HighDailyVolume(34txns) | R14:RoundAmountStructuring(62000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Siddharth Malhotra,Bank of Baroda,debit,INR,Chandigarh,Kochi,iPhone,1777.27,50452.08,2,3,1579,21,998,0,0,0,1,0,0,retail,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ananya Mishra,IDFC First,debit,INR,Lucknow,Lucknow,Android,17094,288105,13,23,3000.0,0,216,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(13txns/hr) | R07:NewDeviceDetected(Android) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R11:AmountSpike(6xAvg) | R13:HighDailyVolume(23txns),0,0,0,1,0,0,1,1,0,0,1,0,1,0
Yash Agarwal,IDBI,debit,INR,Pune,Surat,iPad,1829.82,39966.28,0,0,5952,36,916,0,0,0,1,0,0,healthcare,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,IDFC First,debit,INR,Patna,Delhi,Smart TV,2784.39,42963.56,0,3,6443,25,624,0,0,0,1,0,0,grocery,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,HDFC,debit,INR,Kolkata,Bhubaneswar,ATM,4021.09,63165.36,1,0,7119,30,1664,0,0,0,1,0,0,food,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,Yes Bank,debit,INR,Noida,Noida,iPhone,6691.76,39962.04,1,5,7590,18,1889,0,0,0,1,0,0,insurance,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreya Bose,Union Bank,debit,INR,Chennai,Delhi,Linux Desktop,3466.76,32337.04,2,2,3576,41,1162,0,0,0,1,0,0,retail,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,HDFC,debit,INR,Bangalore,Nagpur,Smart TV,2208.15,55186.6,1,2,6680,62,1578,1,0,0,1,0,0,utilities,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rao,Union Bank,debit,INR,Bhubaneswar,Ahmedabad,ATM,4347.81,19287.24,2,2,3651,27,548,0,0,0,1,0,0,food,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Shah,IDBI,debit,USD,Dubai,Patna,iPhone,68000.0,69360.0,10,33,5000.0,4598,7,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=68000) | R02:OddHours(hour=1) | R03:BalanceDrain(=98%) | R04:RapidFire(10txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(4598km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(68000) | R11:AmountSpike(14xAvg) | R12:NewAccountLargeTransfer(age=7days) | R13:HighDailyVolume(33txns) | R14:RoundAmountStructuring(68000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Aarav Shah,Federal Bank,debit,INR,Indore,Jaipur,ATM,1239.78,11873.12,1,0,2401,108,665,1,0,0,1,0,0,insurance,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,Canara Bank,debit,INR,Jaipur,Patna,iPad,6701.36,57812.44,1,5,7286,0,598,0,0,0,1,0,0,retail,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,RBL Bank,debit,INR,Patna,Bhubaneswar,ATM,20121,221434,5,27,4000.0,1312,376,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:ImpossibleTravel(1312km) | R07:NewDeviceDetected(ATM) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R11:AmountSpike(5xAvg) | R13:HighDailyVolume(27txns),0,0,0,1,0,1,1,1,0,0,1,0,1,0
Ananya Mishra,IDFC First,debit,INR,Chennai,Jaipur,ATM,1079.99,36400.96,2,0,3161,50,1991,0,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,Bank of Baroda,debit,INR,Pune,Bhubaneswar,iPad,706.8,38540.2,0,2,1156,38,813,0,0,0,1,0,0,entertainment,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,SBI,debit,USD,Amsterdam,Pune,iPhone,64000.0,65280.0,15,32,5000.0,3945,17,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=64000) | R02:OddHours(hour=4) | R03:BalanceDrain(=98%) | R04:RapidFire(15txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(3945km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(64000) | R11:AmountSpike(13xAvg) | R12:NewAccountLargeTransfer(age=17days) | R13:HighDailyVolume(32txns) | R14:RoundAmountStructuring(64000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pooja Iyer,Yes Bank,debit,INR,Gurgaon,Ahmedabad,Smart TV,1463.51,50523.04,2,5,1679,25,1282,0,0,0,1,0,0,travel,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,Bank of Baroda,debit,INR,Ahmedabad,Kochi,Windows Phone,4370.04,21379.16,2,4,3509,32,981,0,0,0,1,0,0,entertainment,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,HDFC,debit,INR,Gurgaon,Gurgaon,Web,50000.0,52500.0,1,3,3333.33,0,301,0,0,0,1,0,1,electronics,NEFT,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=50000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(50000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(50000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Divya Menon,Kotak,debit,INR,Chandigarh,Delhi,ATM,5743.32,28036.28,0,3,6624,14,632,0,0,0,1,0,0,healthcare,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreya Bose,Union Bank,debit,INR,Bhopal,Indore,iPhone,3356.91,32332.64,0,4,2832,9,582,0,0,0,1,0,0,travel,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meera Nair,IndusInd,debit,INR,Kolkata,Kolkata,Windows Phone,20730,29022,1,2,2073,0,1100,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(20730) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Abhishek Nair,ICICI,debit,USD,Frankfurt,Bangalore,iPhone,76000.0,77520.0,15,31,5000.0,2737,16,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=76000) | R02:OddHours(hour=2) | R03:BalanceDrain(=98%) | R04:RapidFire(15txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(2737km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(76000) | R11:AmountSpike(15xAvg) | R12:NewAccountLargeTransfer(age=16days) | R13:HighDailyVolume(31txns) | R14:RoundAmountStructuring(76000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Diya Mehta,Union Bank,debit,USD,Tokyo,Hyderabad,Linux Desktop,26643,449426,2,5,8000.0,5316,897,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(5316km) | R07:NewDeviceDetected(Linux Desktop) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Varun Saxena,Canara Bank,debit,INR,Ahmedabad,Gurgaon,Smart TV,2521.87,26567.48,2,3,2158,9,1260,0,0,0,1,0,0,travel,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divya Menon,Union Bank,debit,INR,Bangalore,Mumbai,Desktop,2781.69,26825.76,0,0,3565,52,1393,1,0,0,1,0,0,utilities,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,Bank of Baroda,debit,INR,Noida,Noida,Linux Desktop,18296,242896,9,26,3000.0,0,98,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(9txns/hr) | R07:NewDeviceDetected(Linux Desktop) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R11:AmountSpike(6xAvg) | R13:HighDailyVolume(26txns),0,0,0,1,0,0,1,1,0,0,1,0,1,0
Sneha Pillai,Kotak,debit,INR,Ahmedabad,Bhubaneswar,Web,5694.58,72656.32,0,3,6375,42,691,0,0,0,1,0,0,healthcare,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,Bank of Baroda,debit,INR,Lucknow,Patna,iPhone,2982.28,56473.12,0,2,4075,15,540,0,0,0,1,0,0,insurance,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreya Bose,IDFC First,debit,INR,Indore,Gurgaon,MacBook,6414.96,64549.84,0,5,7579,66,729,1,0,0,1,0,0,travel,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rao,Union Bank,debit,AED,Dubai,Noida,ATM,21575,399714,2,5,8000.0,2859,1180,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(2859km) | R07:NewDeviceDetected(ATM) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=AED),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Divya Menon,Union Bank,debit,INR,Bangalore,Bangalore,Web,66000.0,69300.0,1,3,4400.0,0,279,0,0,0,1,0,1,electronics,UPI,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=66000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(66000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(66000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
